X,Y,FID,OBJECTID,Site_Name,Site_Score,Site_EPA_ID,SEMS_ID,SITS_ID,Region_ID,State,City,County,Status,Longitude,Latitude,Proposed_Date,Listing_Date,Construction_Completion_Date,Construction_Completion_Number,NOID_Date,Deletion_Date,Site_Listing_Narrative,Site_Progress_Profile,Notice_of_Data_Availability,Proposed_FR_Notice,Deletion_FR_Notice,Final_FR_Notice,NOID_FR_Notice,Restoration_FR_Notice_Jumper_Pa,Site_has_had_a_Partial_Deletion,CreationDate,Creator,EditDate,Editor
-121.75,36.625,419,,Fort Ord,42.24,CA7210020676,902783,1125,9,California,Marina,Monterey,NPL Site,-121.75,36.625,07/14/1989,02/21/1990,,0,,,"<a href=""https://semspub.epa.gov/src/document/09/2400150"" target=""_blank"">CA7210020676 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0902783"" target=""_blank"">Fort Ord</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189650"" target=""_blank"">07/14/1989 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189635"" target=""_blank"">02/21/1990 (PDF)</a>",,,No,,,,
-122.0872,37.4165,420,,"CTS Printex, Inc.",33.62,CAD009212838,901206,1126,9,California,Mountain View,Santa Clara,NPL Site,-122.0872,37.4165,06/24/1988,02/21/1990,03/31/1992,79,,,"<a href=""https://semspub.epa.gov/src/document/09/2400151"" target=""_blank"">CAD009212838 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0901206"" target=""_blank"">CTS Printex, Inc.</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189635"" target=""_blank"">02/21/1990 (PDF)</a>",,,No,,,,
-117.3408,33.306669,421,,Camp Pendleton Marine Corps Base,33.79,CA2170023533,902732,1128,9,California,San Diego County,San Diego,NPL Site,-117.3408,33.306669,07/14/1989,11/21/1989,,0,,,"<a href=""https://semspub.epa.gov/src/document/09/2400153"" target=""_blank"">CA2170023533 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0902732"" target=""_blank"">Camp Pendleton Marine Corps Base</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189650"" target=""_blank"">07/14/1989 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189634"" target=""_blank"">11/21/1989 (PDF)</a>",,,No,,,,
-80.199167,27.136667,422,,Solitron Microwave,50,FLD045459526,400642,1505,4,Florida,Port Salerno,Martin,NPL Site,-80.199167,27.136667,03/06/1998,07/28/1998,08/06/2004,900,,,"<a href=""https://semspub.epa.gov/src/document/04/11121377"" target=""_blank"">FLD045459526 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0400642"" target=""_blank"">Solitron Microwave</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-1998-03-06/pdf/98-5726.pdf"" target=""_blank"">03/06/1998 (PDF)</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-1998-07-28/pdf/98-20154.pdf"" target=""_blank"">07/28/1998 (PDF)</a>",,,No,,,,
-122.0015,37.3361,423,,Intersil Inc./Siemens Components,28.9,CAD041472341,901325,1129,9,California,Cupertino,Santa Clara,NPL Site,-122.0015,37.3361,06/24/1988,08/30/1990,09/08/1992,114,,,"<a href=""https://semspub.epa.gov/src/document/09/2400154"" target=""_blank"">CAD041472341 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0901325"" target=""_blank"">Intersil Inc./Siemens Components</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189637"" target=""_blank"">08/30/1990 (PDF)</a>",,,No,,,,
-122.6703,39.00555,424,,Sulphur Bank Mercury Mine,44.42,CAD980893275,902228,1136,9,California,Clear Lake,Lake,NPL Site,-122.6703,39.00555,06/24/1988,08/30/1990,,0,,,"<a href=""https://semspub.epa.gov/src/document/09/2400156"" target=""_blank"">CAD980893275 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0902228"" target=""_blank"">Sulphur Bank Mercury Mine</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189637"" target=""_blank"">08/30/1990 (PDF)</a>",,,No,,,,
-117.2557,33.906389,425,,March Air Force Base,31.94,CA4570024527,902761,1140,9,California,Riverside,Riverside,NPL Site,-117.2557,33.906389,07/14/1989,11/21/1989,,0,,,"<a href=""https://semspub.epa.gov/src/document/09/2400158"" target=""_blank"">CA4570024527 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0902761"" target=""_blank"">March Air Force Base</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189650"" target=""_blank"">07/14/1989 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189634"" target=""_blank"">11/21/1989 (PDF)</a>",,,No,,,,
-122.0786,37.40805,426,,"Spectra-Physics, Inc.",37.2,CAD009138488,900252,1141,9,California,Mountain View,Santa Clara,NPL Site,-122.0786,37.40805,06/24/1988,02/11/1991,09/16/1992,120,,,"<a href=""https://semspub.epa.gov/src/document/09/2400159"" target=""_blank"">CAD009138488 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0900252"" target=""_blank"">Spectra-Physics, Inc.</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189623"" target=""_blank"">02/11/1991 (PDF)</a>",,,No,,,,
-121.6186,36.8026,427,,Crazy Horse Sanitary Landfill,37.93,CAD980498455,901744,1142,9,California,Salinas,Monterey,NPL Site,-121.6186,36.8026,06/24/1988,08/30/1990,,0,,,"<a href=""https://semspub.epa.gov/src/document/09/2400160"" target=""_blank"">CAD980498455 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0901744"" target=""_blank"">Crazy Horse Sanitary Landfill</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189637"" target=""_blank"">08/30/1990 (PDF)</a>",,,No,,,,
-117.7176,33.676669,428,,El Toro Marine Corps Air Station,37.43,CA6170023208,902770,1143,9,California,El Toro,Orange,NPL Site,-117.7176,33.676669,06/24/1988,02/21/1990,,0,,,CA6170023208,"<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0902770"" target=""_blank"">El Toro Marine Corps Air Station</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189635"" target=""_blank"">02/21/1990 (PDF)</a>",,,"<a href=""https://www.epa.gov/superfund/partially-deleted-national-priorities-list-npl-sites-site-name"" target=""_blank"">Yes</a>",,,,
-117.3833,34.595,429,,George Air Force Base,33.62,CA2570024453,902737,1144,9,California,Victorville,San Bernardino,NPL Site,-117.3833,34.595,07/14/1989,02/21/1990,,0,,,"<a href=""https://semspub.epa.gov/src/document/09/2400162"" target=""_blank"">CA2570024453 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0902737"" target=""_blank"">George Air Force Base</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189650"" target=""_blank"">07/14/1989 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189635"" target=""_blank"">02/21/1990 (PDF)</a>",,,No,,,,
-122.0066,37.3868,430,,"Advanced Micro Devices, Inc. (Building 915)",31.94,CAT080034234,902708,1145,9,California,Sunnyvale,Santa Clara,NPL Site,-122.0066,37.3868,06/24/1988,08/30/1990,03/25/1992,74,,,"<a href=""https://semspub.epa.gov/src/document/09/2400163"" target=""_blank"">CAT080034234 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0902708"" target=""_blank"">Advanced Micro Devices, Inc. (Building 915)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189637"" target=""_blank"">08/30/1990 (PDF)</a>",,,No,,,,
-121.9719,37.3773,431,,"Synertek, Inc. (Building 1)",31.94,CAD990832735,902620,1146,9,California,Santa Clara,Santa Clara,NPL Site,-121.9719,37.3773,06/24/1988,10/04/1989,03/25/1992,72,,,"<a href=""https://semspub.epa.gov/src/document/09/2400164"" target=""_blank"">CAD990832735 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0902620"" target=""_blank"">Synertek, Inc. (Building 1)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189633"" target=""_blank"">10/04/1989 (PDF)</a>",,,No,,,,
-120.9964,37.6591,432,,Modesto Ground Water Contamination,28.9,CAD981997752,902527,1151,9,California,Modesto,Stanislaus,NPL Site,-120.9964,37.6591,06/24/1988,03/31/1989,,0,,,"<a href=""https://semspub.epa.gov/src/document/09/2400165"" target=""_blank"">CAD981997752 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0902527"" target=""_blank"">Modesto Ground Water Contamination</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189631"" target=""_blank"">03/31/1989 (PDF)</a>",,,No,,,,
-122.0882,37.3988,433,,Jasco Chemical Corp.,35.36,CAD009103318,901126,1205,9,California,Mountain View,Santa Clara,NPL Site,-122.0882,37.3988,06/24/1988,10/04/1989,09/20/2002,828,,,"<a href=""https://semspub.epa.gov/src/document/09/2400166"" target=""_blank"">CAD009103318 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0901126"" target=""_blank"">Jasco Chemical Corp.</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189633"" target=""_blank"">10/04/1989 (PDF)</a>",,,No,,,,
-118.9028,34.404169,434,,Pacific Coast Pipe Lines,46.01,CAD980636781,901841,1207,9,California,Fillmore,Ventura,NPL Site,-118.9028,34.404169,06/24/1988,10/04/1989,09/27/1996,409,,,"<a href=""https://semspub.epa.gov/src/document/09/2400167"" target=""_blank"">CAD980636781 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0901841"" target=""_blank"">Pacific Coast Pipe Lines</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189633"" target=""_blank"">10/04/1989 (PDF)</a>",,,"<a href=""https://www.epa.gov/superfund/partially-deleted-national-priorities-list-npl-sites-site-name"" target=""_blank"">Yes</a>",,,,
-122.36732,37.72229,435,,Hunters Point Naval Shipyard,48.77,CA1170090087,902722,1247,9,California,San Francisco,San Francisco,NPL Site,-122.36732,37.72229,07/14/1989,11/21/1989,,0,,,"<a href=""https://semspub.epa.gov/src/document/09/2400168"" target=""_blank"">CA1170090087 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0902722"" target=""_blank"">Hunters Point Naval Shipyard</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189650"" target=""_blank"">07/14/1989 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189634"" target=""_blank"">11/21/1989 (PDF)</a>",,,"<a href=""https://www.epa.gov/superfund/partially-deleted-national-priorities-list-npl-sites-site-name"" target=""_blank"">Yes</a>",,,,
-121.576667,37.644306,436,,Lawrence Livermore National Laboratory (Site 300) (USDOE),31.58,CA2890090002,902742,1266,9,California,Livermore,"Alameda, San Joaquin",NPL Site,-121.576667,37.644306,07/14/1989,08/30/1990,,0,,,"<a href=""https://semspub.epa.gov/src/document/09/2400170"" target=""_blank"">CA2890090002 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0902742"" target=""_blank"">Lawrence Livermore National Laboratory (Site 300) (USDOE)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189650"" target=""_blank"">07/14/1989 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189637"" target=""_blank"">08/30/1990 (PDF)</a>",,,No,,,,
-121.3911,37.715281,437,,Tracy Defense Depot (USARMY),37.16,CA4971520834,902762,1268,9,California,Tracy,San Joaquin,NPL Site,-121.3911,37.715281,07/14/1989,08/30/1990,09/26/2012,1138,,,"<a href=""https://semspub.epa.gov/src/document/09/2400171"" target=""_blank"">CA4971520834 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0902762"" target=""_blank"">Tracy Defense Depot (USARMY)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189650"" target=""_blank"">07/14/1989 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189637"" target=""_blank"">08/30/1990 (PDF)</a>",,,No,,,,
-121.9332,38.26445,438,,Travis Air Force Base,29.49,CA5570024575,902767,1269,9,California,Solano County,Solano,NPL Site,-121.9332,38.26445,07/14/1989,11/21/1989,,0,,,"<a href=""https://semspub.epa.gov/src/document/09/2400172"" target=""_blank"">CA5570024575 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0902767"" target=""_blank"">Travis Air Force Base</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189650"" target=""_blank"">07/14/1989 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189634"" target=""_blank"">11/21/1989 (PDF)</a>",,,No,,,,
-117.8857,34.949439,439,,Edwards Air Force Base,33.62,CA1570024504,902725,1272,9,California,Kern County,"Kern, Los Angeles, San Bernardino",NPL Site,-117.8857,34.949439,07/14/1989,08/30/1990,,0,,,"<a href=""https://semspub.epa.gov/src/document/09/2400173"" target=""_blank"">CA1570024504 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0902725"" target=""_blank"">Edwards Air Force Base</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189650"" target=""_blank"">07/14/1989 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189637"" target=""_blank"">08/30/1990 (PDF)</a>",,,No,,,,
-121.5525,39.483061,440,,Western Pacific Railroad Co.,39.79,CAD980894679,902249,1273,9,California,Oroville,Butte,Deleted NPL Site,-121.5525,39.483061,10/26/1989,08/30/1990,03/31/1999,601,07/18/2001,08/29/2001,"<a href=""https://semspub.epa.gov/src/document/09/2400174"" target=""_blank"">CAD980894679 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0902249"" target=""_blank"">Western Pacific Railroad Co.</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189651"" target=""_blank"">10/26/1989 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2001-08-29/pdf/01-21702.pdf"" target=""_blank"">08/29/2001 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189637"" target=""_blank"">08/30/1990 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2001-07-18/pdf/01-17832.pdf"" target=""_blank"">07/18/2001 (PDF)</a>",,No,,,,
-119.8094,36.8425,441,,Industrial Waste Processing,51.13,CAD980736284,902025,1283,9,California,Fresno,Fresno,NPL Site,-119.8094,36.8425,10/26/1989,08/30/1990,09/28/1999,659,,,"<a href=""https://semspub.epa.gov/src/document/09/2400176"" target=""_blank"">CAD980736284 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0902025"" target=""_blank"">Industrial Waste Processing</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189651"" target=""_blank"">10/26/1989 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189637"" target=""_blank"">08/30/1990 (PDF)</a>",,,No,,,,
-115.544444,32.910278,442,,Stoker Company,70.94,CAD066635442,903424,1299,9,California,Imperial,Imperial,Proposed NPL Site,-115.544444,32.910278,07/29/1991,,,0,,,"<a href=""https://semspub.epa.gov/src/document/09/2400177"" target=""_blank"">CAD066635442 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0903424"" target=""_blank"">Stoker Company</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189652"" target=""_blank"">07/29/1991 (PDF)</a>",,,,,No,,,,
-118.0,33.75,443,,Ralph Gray Trucking Co.,35.04,CAD981995947,902521,1300,9,California,Westminster,Orange,Deleted NPL Site,-118,33.75,07/29/1991,10/14/1992,08/31/2000,700,07/30/2004,09/28/2004,"<a href=""https://semspub.epa.gov/src/document/09/2400178"" target=""_blank"">CAD981995947 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0902521"" target=""_blank"">Ralph Gray Trucking Co.</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189652"" target=""_blank"">07/29/1991 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2004-07-30/pdf/04-17299.pdf"" target=""_blank"">09/28/2004 (PDF)</a>","<a href=""https://semspub.epa.gov/src/document/11/189625"" target=""_blank"">10/14/1992 (PDF)</a>","<a href=""http://www.gpo.gov/fdsys/pkg/FR-2004-07-30/pdf/04-17298.pdf"" target=""_blank"">07/30/2004 (PDF)</a>",,No,,,,
-121.306635,37.947851,444,,McCormick & Baxter Creosoting Co.,74.86,CAD009106527,901129,1339,9,California,Stockton,San Joaquin,NPL Site,-121.306635,37.947851,02/07/1992,10/14/1992,,0,,,"<a href=""https://semspub.epa.gov/src/document/09/2400180"" target=""_blank"">CAD009106527 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0901129"" target=""_blank"">McCormick & Baxter Creosoting Co.</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189653"" target=""_blank"">02/07/1992 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189625"" target=""_blank"">10/14/1992 (PDF)</a>",,,No,,,,
-118.167434,34.201185,445,,Jet Propulsion Laboratory (NASA),50,CA9800013030,903438,1342,9,California,Pasadena,Los Angeles,NPL Site,-118.167434,34.201185,02/07/1992,10/14/1992,,0,,,"<a href=""https://semspub.epa.gov/src/document/09/2400183"" target=""_blank"">CA9800013030 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0903438"" target=""_blank"">Jet Propulsion Laboratory (NASA)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189653"" target=""_blank"">02/07/1992 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189625"" target=""_blank"">10/14/1992 (PDF)</a>",,,No,,,,
-122.0,38.049444,446,,Concord Naval Weapons Station,50,CA7170024528,902778,1344,9,California,Concord,Contra Costa,NPL Site,-122,38.049444,02/07/1992,12/16/1994,,0,,,"<a href=""https://semspub.epa.gov/src/document/09/2400184"" target=""_blank"">CA7170024528 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0902778"" target=""_blank"">Concord Naval Weapons Station</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189653"" target=""_blank"">02/07/1992 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189639"" target=""_blank"">12/16/1994 (PDF)</a>",,,No,,,,
-121.75125,38.51875,447,,Laboratory for Energy-Related Health Research/Old Campus Landfill (USDOE),50,CA2890190000,904786,1410,9,California,Davis,Solano,NPL Site,-121.75125,38.51875,01/18/1994,05/31/1994,,0,,,"<a href=""https://semspub.epa.gov/src/document/09/2400186"" target=""_blank"">CA2890190000 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0904786"" target=""_blank"">Laboratory for Energy-Related Health Research/Old Campus Landfill (USDOE)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189657"" target=""_blank"">01/18/1994 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189638"" target=""_blank"">05/31/1994 (PDF)</a>",,,No,,,,
-121.673333,38.553055,448,,Frontier Fertilizer,35.04,CAD071530380,901554,1413,9,California,Davis,Yolo,NPL Site,-121.673333,38.553055,01/18/1994,05/31/1994,07/31/2018,1201,,,"<a href=""https://semspub.epa.gov/src/document/09/2400187"" target=""_blank"">CAD071530380 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0901554"" target=""_blank"">Frontier Fertilizer</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189657"" target=""_blank"">01/18/1994 (PDF)</a>",,"<a href=""https://semspub.epa.gov/src/document/11/189638"" target=""_blank"">05/31/1994 (PDF)</a>",,,No,,,,
-118.17125,33.985417,449,,Pemaco Maywood,45.23,CAD980737092,904950,1517,9,California,Maywood,Los Angeles,NPL Site,-118.17125,33.985417,07/28/1998,01/19/1999,09/25/2007,1023,,,"<a href=""https://semspub.epa.gov/src/document/09/2400189"" target=""_blank"">CAD980737092 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0904950"" target=""_blank"">Pemaco Maywood</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-1998-07-28/pdf/98-20155.pdf"" target=""_blank"">07/28/1998 (PDF)</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-1999-01-19/pdf/99-1020.pdf"" target=""_blank"">01/19/1999 (PDF)</a>",,,No,,,,
-120.969861,39.228056,450,,Lava Cap Mine,33.66,CAD983618893,904343,1524,9,California,Nevada City,Nevada,NPL Site,-120.969861,39.228056,09/29/1998,01/19/1999,,0,,,"<a href=""https://semspub.epa.gov/src/document/09/2400190"" target=""_blank"">CAD983618893 (PDF)</a>","<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0904343"" target=""_blank"">Lava Cap Mine</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-1998-09-29/pdf/98-25890.pdf"" target=""_blank"">09/29/1998 (PDF)</a>",,"<a href=""http://www.gpo.gov/fdsys/pkg/FR-1999-01-19/pdf/99-1020.pdf"" target=""_blank"">01/19/1999 (PDF)</a>",,,No,,,,
